1,0,0,1,0,1,0,0,0,0,0,0,0,3632,79,3548,79,3249,74,3082,64,2997,10,2952,13,2892,34,2844,70,2787,81,2749,81,2624,81,2521,84,2461,86,2460,86,2299,81,2248,4,2198,81,1639,81,1464,14,1432,23,1387,58,1320,60,1170,86,1075,29,1006,74,836,84,786,49,767,77,545,58
1,0,0,0,0,0,0,0,1,0,1,0,1,2986,10,2948,12,2860,31,2565,38,1716,4,1467,18,1416,19,1384,32,1327,37,1291,25,1240,12,1080,29,995,62,933,34,848,35,811,44,804,86,605,64,501,60
1,0,0,1,1,0,0,0,0,0,0,0,0,2973,4,2879,8,1844,8,1471,60,1454,50,1395,47,1380,55,1355,66,1306,77,1147,62,1078,60,1053,46,959,39,880,30,873,33
0,0,1,0,0,0,1,1,0,1,1,0,0,3086,72,3065,66,3031,72,2850,66,2820,50,2738,50,2696,72,1981,84,1916,84,1909,84,1901,84,1828,81,1703,4,1664,48,1597,20,1584,20,1456,25,1391,47,1339,79,1311,23,1298,68,1294,8,1168,31,1073,62,1023,64,1008,74,1001,66,924,78,828,16,746,13,688,15,667,74,650,20,615,81,457,72
1,1,0,0,0,0,0,0,0,0,0,0,0,2969,29,2923,4,2863,27,2739,64,2528,84,2055,79,1672,84,1446,28,1375,55,1147,81,1037,72,582,79
1,0,0,1,1,0,0,0,1,0,1,0,1,3369,39,3299,34,2925,4,2855,8,1879,29,1819,25,1556,31,1546,30,1422,42,1377,39,1362,60,1333,41,1251,70,1185,60,1139,52,1036,77,977,80,925,79,918,77,847,80,771,52,713,53,623,66,610,58,561,72,493,84
1,0,0,0,0,0,0,0,1,0,0,0,0,3347,8,3336,8,2945,18,2833,22,2522,77,2046,84,1450,47,1116,62,1030,4,552,56
1,0,0,0,0,0,0,0,1,0,0,0,0,3340,7,3330,7,2963,14,2886,21,1473,46,1447,29,1422,34,1378,50,1347,44,1298,28,1283,36,1191,68,1151,52,1063,4,932,26,908,37,868,52
1,0,0,1,1,1,0,0,0,0,0,0,0,3637,79,3501,74,3347,4,3110,72,2976,35,2940,38,2900,72,2691,81,2665,79,2588,84,2482,84,2241,27,2184,84,1902,81,1700,77,1517,74,1460,17,1413,17,1352,58,1347,53,1326,68,1320,44,1292,81,1259,81,1167,60,1157,55,1135,20,1093,37,1047,84,942,27
